"","Lachnospiraceae","Clostridium_XlVa","Clostridium_XlVa.aldenense","Clostridium_XlVa.1","Lachnospiraceae.1","Lachnospiraceae.2","Coprococcus","Lachnospiraceae.3","Lachnospiraceae.4","Lachnospiraceae.5","Clostridium_XlVb","Anaerostipes.hadrus","Anaerostipes","Lachnospiraceae.6","Lachnospiraceae.7","Lachnospiraceae.8","Lachnospiraceae.9","Lachnospiraceae.10","Lachnospiraceae.11","Lachnospiraceae.12","Lachnospiraceae.13","Lachnospiraceae.14","Lachnospiraceae.15","Coprococcus.catus","Clostridiales","Clostridium_XlVb.1","Clostridium_XlVb.lactatifermentans","Clostridium_XlVb.2","Clostridiales.1","Clostridiales.2","Clostridium_XlVb.3","Clostridiales.3","Clostridiales.4","Clostridiales.5","Clostridia","Saccharofermentans","Fastidiosipila","Clostridium_sensu_stricto.cela.et.al.","Clostridium_sensu_stricto","Clostridium_sensu_stricto.1","Clostridiales.6","Peptococcus.niger","Romboutsia","Intestinibacter.bartlettii","Peptostreptococcus.anaerobius","Peptostreptococcus.stomatis","Clostridiales_Incertae_Sedis_XIII","Clostridiales.7","Clostridiales.8","Clostridiales.9","Clostridiales.10","Clostridiales.11","Clostridiales.12","Firmicutes","Clostridiales.13","Clostridiales.14","Mogibacterium","Clostridiales.15","Ezakiella","Ezakiella.peruensis","Parvimonas","Parvimonas.micra","Finegoldia","Finegoldia.magna","Clostridiales_Incertae_Sedis_XI","Clostridia.1","Murdochiella","Murdochiella.1","Anaerococcus.prevotii.tetradius","Anaerococcus","Anaerococcus.murdochii","Anaerococcus.1","Anaerococcus.lactolyticus","Anaerococcus.provenciensis","Anaerococcus.2","Anaerococcus.octavius","Anaerococcus.3","Anaerococcus.senegalensis","Anaerococcus.vaginalis","Anaerococcus.4","Clostridiales.16","Clostridiales.17","Clostridiales.18","Peptoniphilus.massiliensis","Peptoniphilus.coxii","Peptoniphilus","Peptoniphilus.massiliensis.1","Peptoniphilus.1","Peptoniphilus.asaccharolyticus.et.al.","Peptoniphilus.gorbachii.harei..et.al.","Peptoniphilus.lacrimalis","Peptoniphilus.2","Peptoniphilus.duerdenii","Peptoniphilaceae","Clostridiales.19","Firmicutes.1","Collinsella.aerofaciens","Coriobacteriaceae","Coriobacteriaceae.1","Eggerthella.lenta","Coriobacteriaceae.2","Coriobacteriaceae.3","Adlercreutzia.celatus.equolifaciens","Senegalimassilia.anaerobia","Atopobium.vaginae","Coriobacteriaceae.4","Atopobium.fossor.minutum","Atopobium.deltae","Olsenella","Coriobacteriaceae.5","Arthrobacter.albus.cumminsii","Alloscardovia.omnicolens","Bifidobacterium.bifidum","Bifidobacterium.catenulatum.ga.et.al.","Bifidobacterium.breve.kashiwan.et.al.","Bifidobacterium.adolescentis.f.et.al.","Gardnerella.vaginalis","Gardnerella.vaginalis.1","Corynebacterium.aurimucosum","Corynebacterium.pseudogenitali.et.al.","Corynebacterium.simulans.stria.et.al.","Actinomycetales","Corynebacterium.amycolatum.lactis","Corynebacterium.imitans","Corynebacterium.pseudogenitalium","Corynebacterium.coyleae.mucifaciens","Corynebacterium.sundsvallense..et.al.","Arcanobacterium","Actinomyces.neuii","Actinomyces.turicensis","Actinomyces.odontolyticus","Actinomyces.europaeus","Varibaculum.cambriense","Varibaculum","Mobiluncus.curtisii","Alphaproteobacteria","Paraprevotella","Paraprevotella.1","Paraprevotella.xylaniphila","Paraprevotella.2","Paraprevotella.3","Prevotella","Prevotella.1","Prevotella.copri","Prevotella.2","Prevotella.3","Prevotella.4","Prevotella.bergensis","Prevotella.bergensis.1","Prevotella.5","Prevotella.6","Prevotella.7","Prevotella.corporis","Prevotella.corporis.1","Prevotella.8","Prevotella.disiens","Prevotella.9","Prevotella.bivia","Prevotella.bivia.1","Prevotella.buccalis","Prevotella.10","Prevotella.buccalis.1","Prevotella.11","Prevotella.12","Prevotella.timonensis","Prevotella.13","Prevotella.14","Prevotella.15","Bacteroidetes","Bacteroides.cellulosilyticus.t.et.al.","Bacteroides.uniformis","Bacteroides.uniformis.1","Bacteroides","Bacteroides.ovatus","Bacteroides.ovatus.1","Bacteroides.ovatus.2","Bacteroides.ovatus.xylanisolvens","Bacteroides.finegoldii","Bacteroides.dorei.fragilis","Bacteroides.faecichinchillae.f.et.al.","Bacteroides.salyersiae","Bacteroides.eggerthii","Bacteroides.1","Bacteroides.massiliensis","Bacteroides.plebeius","Bacteroides.plebeius.1","Bacteroides.coprocola","Bacteroides.vulgatus","Bacteroides.dorei","Bacteroides.2","Bacteroides.dorei.vulgatus","Bacteroides.vulgatus.1","Bacteroides.dorei.stercoris","Bacteroides.caccae","Bacteroides.clarus","Bacteroides.3","Porphyromonas","Porphyromonas.1","Porphyromonas.2","Porphyromonas.bennonis","Porphyromonas.3","Porphyromonas.4","Porphyromonas.5","Porphyromonas.somerae","Porphyromonadaceae","Porphyromonas.6","Porphyromonas.7","Porphyromonas.8","Porphyromonas.uenonis","Porphyromonas.uenonis.1","Porphyromonas.asaccharolytica","Parabacteroides","Parabacteroides.goldsteinii","Parabacteroides.merdae","Parabacteroides.distasonis","Parabacteroides.1","Parabacteroides.distasonis.1","Parabacteroides.distasonis.2","Parabacteroides.distasonis.3","Porphyromonadaceae.1","Alistipes.shahii","Alistipes.finegoldii","Alistipes.massiliensis","Alistipes.finegoldii.onderdonkii","Alistipes.putredinis","Alistipes.obesi","Alistipes.inops","Alistipes.marseilloanorexicus","Alistipes","Alistipes.indistinctus","Bacteroidetes.1","Odoribacter.splanchnicus","Odoribacter.splanchnicus.1","Butyricimonas.paravirosa","Butyricimonas","Butyricimonas.faecihominis","Butyricimonas.1","Butyricimonas.2","Butyricimonas.3","Porphyromonadaceae.2","Barnesiella","Barnesiella.1","Barnesiella.2","Barnesiella.3","Barnesiella.4","Porphyromonadaceae.3","Coprobacter.fastidiosus","Coprobacter","Campylobacter.hominis","Campylobacter.ureolyticus","Campylobacter","Haemophilus.parainfluenzae","Aggregatibacter.segnis","Succinivibrio","Hafnia.alvei","Desulfovibrionales","Desulfovibrio","Bilophila","Bilophila.1","Bilophila.wadsworthia","Pseudomonas.deceptionensis.flu.et.al.","Enterobacteriaceae","NA.albertii.boydii.coli.coli...et.al.","Betaproteobacteria","Sutterella","Sutterella.stercoricanis","Sutterella.wadsworthensis","Sutterella.1","Sutterella.wadsworthensis.1","Parasutterella.excrementihominis","Enterobacteriaceae.1","Megasphaera","Allisonella.histaminiformans","Dialister.pneumosintes","Dialister.invisus","Dialister.propionicifaciens","Dialister","Dialister.1","Dialister.2","Dialister.3","Dialister.4","Veillonellaceae","Dialister.micraerophilus","Megasphaera.micronuciformis","Veillonella.atypica.dispar","Veillonella.dispar.parvula","Veillonella.parvula.rogosae.to.et.al.","Negativicoccus.succinicivorans","Negativicoccus","Phascolarctobacterium.succinatutens","Phascolarctobacterium","Acidaminococcus.intestinalis.i.et.al.","Succiniclasticum","Phascolarctobacterium.faecium","Phascolarctobacterium.1","Coprobacillus.cateniformis","Clostridium_XVIII.ramosum","Erysipelotrichaceae","Holdemanella","Holdemanella.biformis","Erysipelotrichaceae.bacterium","Holdemania.massiliensis","Fusobacterium.naviforme.nucleatum","Fusobacterium","Fusobacterium.nucleatum.period.et.al.","Fusobacterium.equinum","Fusobacterium.1","Leptotrichiaceae","Sneathia.sanguinegens","Sneathia.sanguinegens.1","Sneathia","Gemella.asaccharolytica","Gemella.haemolysans.morbilloru.et.al.","Staphylococcus.argenteus.arlet.et.al.","Granulicatella.elegans","Granulicatella.adiacens.para.a.et.al.","Enterococcus.azikeevi.canintes.et.al.","Facklamia","Eremococcus.coleocola","Streptococcus.anginosus.miller.et.al.","Streptococcus.salivarius.vesti.et.al.","Streptococcus.australis.mitis..et.al.","Streptococcus","Streptococcus.australis.dentis.et.al.","Streptococcus.agalactiae.dysga.et.al.","Lactobacillus.iners","Lactobacillus.acidophilus.case.et.al.","Aerococcus.christensenii","Facklamia.ignava","Firmicutes.2","Firmicutes.3","Firmicutes.4","Firmicutes.5","Firmicutes.6","Lachnospiraceae.16","Lachnospiraceae.17","Lachnospiraceae.18","Lachnospiraceae.19","Lachnospiraceae.20","Lachnospiraceae.21","Lachnospiraceae.22","Lachnospiraceae.23","Roseburia","Roseburia.faecis","Roseburia.inulinivorans","Roseburia.intestinalis","Roseburia.hominis","Lachnospiraceae.24","Lachnospiraceae.25","Butyricicoccus","Ruminococcaceae","Ruminococcaceae.1","Butyricicoccus.1","Clostridiales.20","Clostridiales.21","Clostridiales.22","Clostridiales.23","Clostridium_IV","Clostridium_IV.1","Ruminococcaceae.2","Clostridiales.24","Ruminococcaceae.3","Ruminococcaceae.4","Ruminococcaceae.5","Ruminococcaceae.6","Ruminococcus","Ruminococcus.bicirculans","Ruminococcus.1","Ruminococcus.callidus","Ruminococcus.2","Ruminococcaceae.7","Anaerotruncus.colihominis","Ruminococcaceae.8","Ruminococcaceae.9","Ruminococcaceae.10","Ruminococcaceae.11","Ruminococcaceae.12","Clostridium_IV.2","Ruminococcaceae.13","Ruminococcaceae.14","Clostridium_IV.leptum","Ruminococcaceae.15","Clostridium_IV.3","Ruminococcaceae.16","Clostridium_IV.4","Ruminococcaceae.17","Ruminococcaceae.18","Ruminococcaceae.19","Faecalibacterium","Ruminococcaceae.20","Gemmiger","Gemmiger.formicilis","Gemmiger.1","Ruminococcaceae.21","Faecalibacterium.prausnitzii","Faecalibacterium.1","Faecalibacterium.prausnitzii.1","Faecalibacterium.prausnitzii.2","Faecalibacterium.prausnitzii.3","Faecalibacterium.prausnitzii.4","Faecalibacterium.2","Faecalibacterium.3","Faecalibacterium.prausnitzii.5","Faecalibacterium.4","Faecalibacterium.prausnitzii.6","Faecalibacterium.5","Clostridium_IV.5","Ruminococcus.bromii","Ruminococcaceae.22","Ruminococcaceae.23","Ruminococcaceae.24","Ruminococcaceae.25","Ruminococcaceae.26","Clostridiales.25","Ruminococcaceae.27","Ruminococcaceae.28","Ruminococcaceae.29","Ruminococcaceae.30","Ruminococcaceae.31","Ruminococcaceae.32","Ruminococcaceae.33","Ruminococcaceae.34","Clostridiales.26","Ruminococcaceae.35","Ruminococcaceae.36","Oscillibacter","Oscillibacter.1","Oscillibacter.2","Oscillibacter.3","Ruminococcaceae.37","Oscillibacter.4","Oscillibacter.5","Oscillibacter.6","Ruminococcaceae.38","Ruminococcaceae.39","Ruminococcaceae.40","Ruminococcaceae.41","Oscillibacter.7","Oscillibacter.8","Ruminococcaceae.42","Intestinimonas","Ruminococcaceae.43","Ruminococcaceae.44","Ruminococcaceae.45","Intestinimonas.1","Intestinimonas.2","Ruminococcaceae.46","Intestinimonas.butyriciproducens","Ruminococcaceae.47","Ruminococcaceae.48","Flavonifractor.plautii","Flavonifractor","Pseudoflavonifractor","Ruminococcaceae.49","Ruminococcaceae.50","Ruminococcaceae.51","Ruminococcaceae.52","Ruminococcaceae.53","Ruminococcaceae.54","Ruminococcaceae.55","Clostridiales.27","Clostridiales.28","Clostridium_XlVa.scindens","Dorea","Dorea.longicatena","Lachnospiraceae.26","Eisenbergiella.tayi","Lachnospiraceae.27","Lachnospiraceae.28","Lachnospiraceae.29","Howardella.ureilytica","Howardella","Lachnospiraceae.30","Lachnospiraceae.31","Lachnospiraceae.32","Lachnospiraceae.33","Lachnospiraceae.34","Lachnospiraceae.35","Lachnospiraceae.36","Lachnospiraceae.37","Lachnospiraceae.38","Ruminococcus2","Ruminococcus2.1","Lachnospiraceae.39","Ruminococcus2.2","Lachnospiraceae.40","Ruminococcus2.3","Blautia.faecis","Blautia","Blautia.1","Blautia.2","Blautia.3","Blautia.hansenii.producta","Blautia.4","Blautia.obeum","Blautia.obeum.wexlerae","Blautia.5","Blautia.obeum.1","Blautia.6","Lachnospiraceae.41","Lachnospiraceae.42","Blautia.7","Blautia.8","Lachnospiraceae.43","Lachnospiraceae.44","Lachnospiraceae.45","Lachnospiraceae.46","Lachnospiraceae.47","Lachnospiraceae.48","Lachnospiraceae.49","Fusicatenibacter.saccharivorans","Dorea.formicigenerans","Clostridium_XlVa.symbiosum","Clostridium_XlVa.2","Coprococcus.comes","Clostridium_XlVa.3","Clostridium.glycyrrhizinilyticum","Lachnospiraceae.50","Lachnospiraceae.51","Clostridium_XlVa.bolteae.clost.et.al.","Lachnospiraceae.52","Lachnospiraceae.53","Lachnospiraceae.54","Lachnospiraceae.55","Hungatella.effluvii.hathewayi","Clostridium_XlVa.4","Lachnospiraceae.56","Lachnospiraceae.57","Clostridium_XlVa.asparagiforme.et.al.","Lachnospiraceae.58","Lachnospiraceae.59","Lachnospiraceae.60","Clostridium_XlVa.5","Clostridium_XlVa.6","Lachnospiraceae.61","Lachnospiraceae.62"
"Sample-57",0,20,0,0,0,0,0,12,1,0,0,71,24,0,0,0,0,0,0,91,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,18,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,12,0,0,2,0,0,0,1,0,0,0,0,0,0,0,3,0,1,49,0,3,1,0,0,0,6,1,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,1,0,0,0,0,32,0,0,0,0,0,0,0,0,335,0,28,195,3,0,693,0,0,0,1,0,0,0,0,2096,0,4,0,0,1,0,6,1,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,1,0,0,0,0,0,0,5,0,0,281,0,0,0,0,0,0,0,41,0,9,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,1,0,0,0,0,0,98,4,0,0,0,3,232,5,0,0,0,0,0,0,2,0,0,0,0,2,0,1,0,92,0,0,0,3,30,0,0,0,24,3,0,2,14,0,0,0,0,0,0,0,0,0,2,0,0,2,0,15,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,107,65,0,1,0,7,0,0,0,5,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,8,1,0,0,0,0,0,0,0,2,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,299,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,28,0,0,7,0,5,0,0,0,0,8,0,0,0,24,7,0,0,0,10,0,0,0,0,1,27,0,1,0,261,30,0,0,3,4,19,54,74,0,0,0,0,4,0,0,166,0,0,53,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,1,0,0,0,41,0,6,10,0,2,0,118,0,58,0,0,0,1,0,1,33
"Sample-60",0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,1,0,0,0,0,1,0,0,0,0,15,0,0,0,0,0,0,0,0,12,0,0,3,249,0,0,0,0,36,0,0,76,0,2,0,33,0,0,0,0,0,0,0,3,0,107,127,0,1,1,0,12,0,39,9,27,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,2,0,0,0,2,0,1,3,2,0,0,0,0,2,0,0,0,0,0,0,0,0,8,0,0,19,0,147,0,1,0,0,0,0,0,0,0,0,0,0,5,2,8,0,0,33,0,0,76,0,2,1,20,0,43,3,93,155,60,0,0,0,1,4,3,0,6,0,0,6,0,157,12,0,6,0,6,0,0,0,0,2771,1,2,0,2,783,0,12,9,2,0,0,0,0,45,1,59,0,0,0,0,32,0,0,0,48,247,1,0,0,0,0,0,0,0,5,12,1,0,1,0,3,0,21,0,4,8,0,0,0,0,2,0,0,0,0,12,2,2,0,55,2,0,0,0,0,0,0,0,0,0,2,0,0,1278,2,2,1,0,0,0,0,0,0,0,1,41,56,0,0,0,0,15,0,4,0,0,0,0,8,0,0,0,0,0,0,0,12,1,0,0,0,1,0,0,5,33,0,0,0,1,0,0,0,0,0,0,14,0,0,0,36,0,0,1,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,2,8,0,0,0,8,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,8,0,0,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,8,0,1,0,0,0,0,0,0,0,5,15,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,134,1,0,0,0,0,9,0,0,0,0,452,0,0,0,0,0,0,0,1,0,0,0
"Sample-62",1,0,1,0,1,1,0,0,0,0,0,2,0,0,13,4,4,10,5,0,0,0,2,8,0,13,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202,0,0,0,0,0,0,6,1,1,0,0,0,0,424,0,1,0,53,7,0,0,0,0,1,0,5,0,0,0,0,0,0,0,60,0,0,1,0,10,0,0,0,0,145,10,144,0,0,0,0,0,0,0,0,2,0,0,0,0,8,0,0,0,0,0,0,0,1,0,1,5,109,0,0,0,1,16,0,0,0,0,0,0,3,16,0,0,0,0,36,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,268,313,696,2,0,0,73,0,303,0,0,1,0,3,156,0,2,4,0,2,34,11,1,15,0,0,0,29,0,17,0,1,3,5,642,0,1,0,8,1,113,0,0,0,0,0,1,0,0,0,1,4,0,0,567,0,0,31,8,0,0,1,5,0,0,0,0,2,0,8,0,0,0,0,0,17,0,3,3,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,16,36,0,0,279,0,0,0,0,0,0,10,0,0,0,0,138,33,0,0,0,0,0,0,36,17,0,0,0,0,0,0,0,18,0,33,0,5,0,0,0,0,0,0,0,0,0,0,0,702,2096,0,2,0,0,0,0,0,0,0,0,22,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,24,0,6,0,0,0,0,2,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,10,0,6,0,0,0,2,0,0,0,1,8,0,0,0,0,1,0,1,0,0,42,0,12,2,4,0,0,0,0,0,27,77,0,0,0,0,0,0,0,0,13,1,1,0,0,0,0,0,1,0,0,1,0,7,0,0,25,7,0,0,4,7,0,11,0,0,27,0,0,0,0,0,17,0,4,1,0,2,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,2,1,0,1,0,0,0,1,0,0,1,3,0,0,4,0,0,9,0,0,0,0,0,0,1,7,0,8,2,0,0,0,0,1,0,0,0,0,0,1,1,5,0,0,0,4,0,0,0,3,0,0,0,1,3,0,0,2,0,0,3,0,0,1,0,0
"Sample-63",0,2,0,2,0,0,0,4,7,0,2,20,21,0,1,0,0,0,0,7,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,4,0,0,40,0,0,10,0,2,0,0,0,0,0,0,0,0,0,22,0,0,3,0,0,4,0,0,0,56,2,30,0,5,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,47,2,1,2,11,2,0,0,0,0,0,0,28,0,0,26,0,28,0,1,39,0,236,35,0,0,1,0,0,3,0,0,0,0,0,171,52,0,216,0,205,268,22,2,0,0,33,68,0,0,0,1,0,143,0,1,0,2,0,52,99,1,24,0,83,39,0,0,0,0,1,5,0,637,0,42,145,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1,0,0,153,0,0,30,109,0,0,3,0,4,41,0,1,0,2,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,104,0,0,0,0,1,0,0,0,0,0,0,0,976,0,0,0,0,0,374,0,0,0,14,18,426,53,32,0,50,0,0,0,2,0,8,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,10,0,0,1,0,10,0,3,0,0,2,0,0,990,7,0,0,0,2,267,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,3,0,2,2,0,0,0,0,3,0,0,0,163,0,0,0,0,0,37,0,0,0,0,0,0,0,0,1,2,671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,28,0,2,0,0,0,1,0,0,0,0,5,0,0,0,0,0,1,0,7,6,0,3,4,0,0,3,7,0,0,0,0,0,0,1,60,0,0,0,0,0,3,0,7,3,1,0,2,1,22,2,12,9,5,81,8,1,116,0,0,0,0,1,1,3,307,21,117,50,1,0,0,0,0,0,3,0,0,0,2,39,12,7,0,1,0,3,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,18,0,0,10
"Sample-66",0,1,0,1,0,0,0,0,0,0,0,3,0,0,0,2,0,1,0,0,0,0,0,0,1,13,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,3,1,0,0,27,0,0,0,0,0,0,0,0,55,7,5,0,1816,0,0,1,0,134,13,0,98,0,6,22,115,4,2,5,3,8,0,4,87,4,2,1529,1,46,0,0,2,0,380,65,131,0,0,6,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,1,0,0,0,2,0,21,0,0,0,0,0,0,0,0,0,0,2,0,56,1,0,0,0,0,0,0,0,1,1,0,0,3,0,346,1,0,2,0,0,0,0,0,365,55,18,36,0,6,9,0,0,0,32,0,0,90,2,24,0,22,0,0,129,25,0,0,0,0,0,0,0,0,259,0,0,0,1,1,18,0,0,87,1,32,38,0,711,0,0,0,0,0,0,271,16,0,0,0,27,0,4,0,3,0,8,34,0,0,35,0,1,0,0,0,0,19,0,0,0,0,0,2,0,0,8,0,0,0,11,0,1,0,131,34,0,0,0,0,0,0,0,0,0,31,0,0,8,0,0,0,0,0,1,6,0,0,0,5,4,173,0,9,146,0,0,10,15,0,0,1,0,0,11,0,0,0,0,43,4,0,0,0,0,0,0,0,268,0,0,2,0,0,0,2,0,0,2,0,0,0,1,6,0,1,0,0,0,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,2,0,0,33,0,0,0,0,0,15,0,0,0,0,17,0,0,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,4,0,0,2,0,0,0,0,1,0,0,0,5,0,0,1,0,2,1,0,2,1,0,0,4,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,5,5,3,0,1,0,0,0,7,0,0,0,1,0,8,0,0,0,0,1,0,4,12,0,0
"Sample-67",1,67,1,0,0,0,0,1,0,1,0,4,0,4,0,0,0,0,3,0,0,1,1,27,0,0,0,0,0,3,1,0,1,0,0,9,0,0,0,0,0,3,3,1,105,0,2,0,0,0,0,1,1,0,9,0,0,0,3,0,0,0,0,8,0,0,0,0,2,0,4,0,3,0,0,0,0,0,26,0,0,40,0,7,0,0,0,2,15,4,22,4,7,0,13,7,0,0,0,11,1,4,2,0,19,0,0,0,0,0,0,0,1,0,10,53,12,7,0,1,0,0,0,0,0,0,0,0,0,8,0,0,3,0,5,0,0,0,0,0,0,0,23,129,0,0,0,0,1,13,1,1,193,0,50,402,1,781,258,1,0,2,0,2,46,0,0,0,0,0,0,38,0,0,0,13,0,3,185,9,0,0,0,174,0,0,24,0,1493,0,1,0,60,5,0,3,1,0,0,0,0,0,1,0,25,4,12,19,50,0,0,0,0,198,73,0,0,51,0,4,1,0,0,0,0,4,0,4,1,4,1,20,1,13,0,14,0,0,0,0,0,0,0,0,0,6,0,0,27,4,0,0,1,0,0,11,0,0,0,85,0,0,22,0,9,0,67,0,452,11,0,0,5,0,72,16,0,9,0,0,1,0,7,0,7,3,7,0,0,0,0,8,0,86,0,1,0,0,0,0,8,0,0,0,31,0,12,0,0,1,0,8,0,3,0,0,0,0,0,44,11,0,0,15,0,23,0,0,0,13,4,0,2,0,1,0,0,4,1,1,1,0,2,4,114,0,0,0,0,13,9,0,0,0,2,1,0,0,0,1,0,0,0,7,0,0,4,0,0,0,2,1,2,0,3,3,0,82,1,1,1,1,0,0,0,1,0,51,0,8,0,30,0,0,7,0,1,138,75,18,1,0,80,0,0,0,0,13,0,0,1,0,3,0,0,3,0,0,0,0,2,1,0,1,3,8,8,0,5,0,156,6,0,6,0,0,13,0,1,0,29,6,0,1,0,0,0,0,2,11,194,2,2,3,0,2,0,0,4,1,1,0,0,0,16,19,14,0,0,1,0,1,4,0,1,19,1,0,0,2,7,18,0,0,1128,1,0,98,0,1,0,3,0,0,2,49,1,22,14,7,0,0,0,0,0,0,0,0,4,7,2,78,0,0,4,6,56,0,0,0,0,1,1,5,3,0,1,2,3,3,1,0,6,1,2,0
"Sample-72",0,3,0,0,0,1,0,47,0,0,26,269,41,0,0,0,0,1,240,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,8,0,0,5,1,49,0,103,0,0,0,0,0,3,2,0,10,0,0,0,23,5,24,0,1,102,10,0,11,1,3,8,18,0,7,0,0,1,0,1,11,2,0,109,5,38,3,0,0,0,84,6,30,19,37,3,18,12,0,0,0,6,0,0,1,0,5,9,0,5,0,0,0,0,0,149,22,2,0,0,0,6,0,4,3,0,21,0,4,0,1,5,0,1,5,0,8,0,0,0,0,0,0,0,0,3,0,0,2,1,2,21,2,0,16,11,1,70,0,0,119,4,0,0,1,151,147,66,0,1,1,0,1,106,0,0,30,66,2,0,1,8,0,0,0,59,0,0,0,0,4,0,192,0,264,17,0,0,1,2,0,0,0,0,4,0,24,16,38,25,33,0,22,0,0,34,37,18,0,0,57,6,1,0,0,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,1,0,4,0,0,0,0,0,43,20,1,7,1,1,0,0,0,0,0,2,0,0,10,0,16,68,0,0,18,1,0,0,0,0,1,56,0,9,18,2,14,1,9,0,3,5,10,0,1,0,0,1,0,54,0,0,0,6,0,0,0,0,0,0,1,0,0,0,252,36,0,3,1,20,0,0,0,8,0,13,8,2,1,4,0,10,0,0,0,4,0,0,2,0,0,0,0,0,0,0,47,0,522,139,64,1,7,1,15,1,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,2,0,2,0,211,0,30,20,0,0,0,0,122,2,0,0,2,663,0,134,1,0,492,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,0,1,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,8,0,3,1,0,1,0,0,0,0,39,0,6,0,323,18,0,6,49,0,0,3,0,0,0,83,1,3,0,0,17,51,24,1,3,0,99,32,0,2,9,0,9,1,8,164,0,13,390,0,1,3,5,0,0,3,0,0,10,15,165,98,2,2,0,1,0,0,2,2,0,0,0,0,3,0,5,0,1,2,0,0,2,0,0,10
