"","Type","Antigen","Month","Kernel_P","Kernel_Q","MDS1_P","MDS1_Q","MDS1_R2","MDS1_Coef"
"1","IgG","Con.6.gp120.B","12.0","0.0010","0.020","0.000026","0.00024","0.069842","-3.13e+01"
"2","IgG","p24"," 6.5","0.0291","0.201","0.057744","0.10077","0.000973","-9.18e+39"
"3","IgG","ZM96.gp140"," 6.5","0.0302","0.201","0.022090","0.09814","0.082233","-8.28e-01"
